,id,name,event_url,rsvp_limit,yes_rsvp_count,time,venue_id,venue_name,address,city,lat,lon,country,group_id,group_urlname
48,262635279,"Don't trust the process by Dan Nessler, Head of UX @Hinderling Volkart",https://www.meetup.com/Digital-Experience-Group/events/262635279/,75.0,73,1563382800000,24261413.0,WONDROUS HQ,Margarethenstrasse 87,Basel,47.544617,7.582556,ch,23159885,Digital-Experience-Group
49,261864696,Camunda Open Space,https://www.meetup.com/Camunda-User-Group-Stuttgart/events/261864696/,,10,1563382800000,26069931.0,NovaTec Consulting GmbH - Headquarters,Dieselstraße 18/1,Leinfelden-Echterdingen,48.697655,9.165886,de,30962709,Camunda-User-Group-Stuttgart
50,jqfsxqyzkbxb,Neos CMS - Monthly regulars' table in Zurich,https://www.meetup.com/Neos-CMS-and-Flow-Framework-Meetup-Swiss/events/261616507/,20.0,7,1563465600000,26371555.0,webexcess GmbH Webagentur & Web-Entwicklung Zürich,Reinhardstrasse 19,Zürich,47.36315,8.551798,ch,20044220,Neos-CMS-and-Flow-Framework-Meetup-Swiss
51,262791024,Hackergarten July: Hackwarming the new Karakun Office,https://www.meetup.com/Hackergarten-Basel/events/262791024/,,9,1563465600000,26490008.0,Karakun AG,Elisabethenanlage 25,Basel,47.54869,7.588054,ch,13796612,Hackergarten-Basel
52,262891699,Pic Nic FETI / svelte.js cosa cambia?,https://www.meetup.com/FrontEnders-Ticino/events/262891699/,,7,1563467400000,26072248.0,Manno,,Manno,46.032936,8.921429,ch,25773464,FrontEnders-Ticino
53,262122939,ngStuttgart Summer Meetup,https://www.meetup.com/angular-users-stuttgart/events/262122939/,,45,1563469200000,26441352.0,Campus Beach,Universitätsstraße 34,Stuttgart,48.74586,9.106714,de,23746018,angular-users-stuttgart
54,262539163,Crypto Blockchain Stammtisch,https://www.meetup.com/Bitcoin-Ulm/events/262539163/,,5,1563469200000,26131350.0,Jugend- & Kulturplattform Donauturm e.V.,Valckenburgufer 25,Ulm,48.400166,10.005805,de,29852341,Bitcoin-Ulm
55,262775578,Zürich Blockchain Open Coffee Vol. VII,https://www.meetup.com/Zurich-Blockchain-Open-Coffee/events/262775578/,,9,1563514200000,26194948.0,Dufourstrasse 43,Dufourstrasse 43,Zürich,47.36264,8.54894,ch,31219627,Zurich-Blockchain-Open-Coffee
56,262947350,Gamespace Grill Party,https://www.meetup.com/Game-Developers-Zurich/events/262947350/,30.0,8,1563555600000,25931186.0,Davids Place,Limmattalstrasse 257,Zürich,47.402405,8.49252,ch,7229552,Game-Developers-Zurich
57,262443287,Homemade summercamp 2019 in Schwanden,https://www.meetup.com/Zurich-bio-electro-hacking-group/events/262443287/,,3,1563606000000,26465740.0,Pfadiheim Villa Kunterbunt,,Glarus Süd,46.982384,9.079495,ch,31088935,Zurich-bio-electro-hacking-group
58,262312285,IBM Blockchain for Business @ Stuttgart S01E02,https://www.meetup.com/IBM-meets-Blockchain-for-Business-Stuttgart/events/262312285/,50.0,11,1563895800000,26086870.0,IBM,IBM-Allee 1,Ehningen,48.65171,8.94666,de,31003656,IBM-meets-Blockchain-for-Business-Stuttgart
59,262635362,"[Jul 23] Social Engineering, Kubernetes & Container Security",https://www.meetup.com/South-Germany-Identity-and-Security-Meetup/events/262635362/,,38,1563899400000,26069931.0,NovaTec Consulting GmbH - Headquarters,Dieselstraße 18/1,Leinfelden-Echterdingen,48.697655,9.165886,de,31617268,South-Germany-Identity-and-Security-Meetup
60,262027283,Sommer Grillen @ Virtual Identity,https://www.meetup.com/Frontend-Meetup-Freiburg/events/262027283/,,9,1563901200000,26433680.0,Virtual Identity AG,Grünwälderstraße 10,Freiburg im Breisgau,47.994045,7.850117,de,20221296,Frontend-Meetup-Freiburg
61,262853524,"Tokenisation Workshop Zurich  - Digital Securities, Crypto, Fundraising 24 July ",https://www.meetup.com/Blockchain-SmartContract-Innovators/events/262853524/,,3,1563958800000,26494899.0,Zurich Youth Hostel,Mutschellenstrasse 114,Zürich,47.347977,8.527823,ch,20208115,Blockchain-SmartContract-Innovators
62,260737013,Virtuelle Techniken im industriellen Service,https://www.meetup.com/Stuttgart-B2B-Customer-Success-Management-Meetup/events/260737013/,30.0,20,1563969600000,26069160.0,Messe Stuttgart,Messepiazza 1,Stuttgart,48.69375,9.186876,de,25371698,Stuttgart-B2B-Customer-Success-Management-Meetup
63,262652812,Learning to fly - challenges and results in perception and learning for drones,https://www.meetup.com/ComputerVisionZurich/events/262652812/,125.0,124,1563985800000,26480925.0,ETH Alumni Pavillon,,Zürich,47.37684,8.546341,ch,31537713,ComputerVisionZurich
64,262776927,Chatbot engines - What's out there?,https://www.meetup.com/Stuttgart-Chatbots-Meetup/events/262776927/,15.0,5,1563985800000,26319546.0,Gerhardt Informatik,"70567 Stuttgart, Filderbahnstr. 43/A",Stuttgart,48.7287,9.146243,de,32113425,Stuttgart-Chatbots-Meetup
65,262891228,Google Cloud Experience Tour Böblingen,https://www.meetup.com/GDGStuttgart/events/262891228/,,5,1564041600000,26497038.0,Graf-Zeppelin-Platz,Graf-Zeppelin-Platz,Böblingen,48.690895,9.003885,de,24686406,GDGStuttgart
66,262947447,MongoDB & Google Cloud Experience Tour Böblingen,https://www.meetup.com/MongoDB-Users-Stuttgart/events/262947447/,,3,1564041600000,26497038.0,Graf-Zeppelin-Platz,Graf-Zeppelin-Platz,Böblingen,48.690895,9.003885,de,24708985,MongoDB-Users-Stuttgart
67,vwhkqqyzkbhc,Website Gesundheitskontrolle – Wie überprüfe ich ob es meinem Website gut geht?,https://www.meetup.com/WordPress-Bern/events/262412069/,35.0,8,1564070400000,24995777.0,"Impact Hub, Bern",Spitalgasse 28 ,Bern,46.948257,7.442258,ch,14177862,WordPress-Bern
68,262312045,PWA with Angular,https://www.meetup.com/AngularZRH/events/262312045/,,21,1564072200000,26295556.0,Google Building 110,Brandschenkestrasse 110,Zürich,47.365314,8.524475,ch,12710702,AngularZRH
69,261926585,Angular PWA : the technology & pitfalls ,https://www.meetup.com/Zurich-Progressive-Web-App-Meetup/events/261926585/,,9,1564072200000,26295556.0,Google Building 110,Brandschenkestrasse 110,Zürich,47.365314,8.524475,ch,27120674,Zurich-Progressive-Web-App-Meetup
70,262893920,Demo Day & Cocktail de clôture - Promotion Février 2019,https://www.meetup.com/Wild-Code-School-Strasbourg/events/262893920/,,3,1564072200000,26379077.0,Wild Code School - Training Développeur Web,32 Rue du Bassin d'Austerlitz,Strasbourg,48.574093,7.76448,fr,29705980,Wild-Code-School-Strasbourg
71,262778709,UX Barbecue 🥖😎🥩,https://www.meetup.com/UX-FLUPA-Alsace/events/262778709/,,12,1564072200000,26489159.0,Square Louise Weiss,Quai de la Petite France,Strasbourg,48.58066,7.739572,fr,29669145,UX-FLUPA-Alsace
72,262814143,Mauro Bieg - pandoc: converting documents for fun and profit!,https://www.meetup.com/HaskellerZ/events/262814143/,,13,1564074000000,7165062.0,ETH Zurich / Zentrum / CAB H 52,Universitätstrasse 6,Zürich,47.378359,8.548723,ch,1818144,HaskellerZ
73,262383569,Freiburg NLP Meetup,https://www.meetup.com/Freiburg-NLP-Natural-Language-Processing/events/262383569/,20.0,17,1564160400000,26460868.0,Averbis GmbH,Salzstr. 15,Freiburg,47.99444,7.851411,de,31991776,Freiburg-NLP-Natural-Language-Processing
74,258199284,Hacky Summer - Monatliches Meetup Juli,https://www.meetup.com/Cybersecurity-Liechtenstein/events/258199284/,,5,1564214400000,25664537.0,Universität Liechtenstein,Fabrikweg,Vaduz,47.149555,9.517039,li,21252257,Cybersecurity-Liechtenstein
75,262125679,Erfahrungsbericht Kanban in Scrum anwenden - Eine Erfolgsstory,https://www.meetup.com/Scrum-User-Group-Bern-Scrum-Alliance/events/262125679/,50.0,50,1564414200000,25326690.0,Effinger - Kaffeebar & Coworking Space,Effingerstrasse 10,Bern,46.946041,7.435821,ch,29547307,Scrum-User-Group-Bern-Scrum-Alliance
76,262702386,Zurich Drupal User Group - BBQ July 2019,https://www.meetup.com/Zurich-Drupal-Meetup/events/262702386/,50.0,8,1564590600000,23712139.0,Amazee Labs,"Förrlibuckstrasse 30, 8005 Zurich",Zürich,47.3915,8.51578,ch,18512629,Zurich-Drupal-Meetup
77,ntqhdryzlbfb,Monthly GDG-Meetup,https://www.meetup.com/GDG-Freiburg/events/262919943/,12.0,3,1564819200000,25120056.0,Brasil,Wannerstraße 21,Freiburg,47.998257,7.836236,de,20119936,GDG-Freiburg
78,262005011,Bitcoin Summer Party 2019,https://www.meetup.com/Bitcoin-Meetup-Switzerland/events/262005011/,,43,1564833600000,26431658.0,Seestrasse 74,Seestrasse 74,Meilen,47.280216,8.613292,ch,8278642,Bitcoin-Meetup-Switzerland
79,xgtstpyzlbhb,Workshop Kernel Module oder Remote Debugging für GNU/Linux,https://www.meetup.com/Embedded-GNU-Linux-Developer/events/260538980/,20.0,3,1565023500000,25336823.0,bbv Software Services AG,Heinrichstrasse 249,Zürich,47.388275,8.521528,ch,27942126,Embedded-GNU-Linux-Developer
80,261482996,Presentation: Accessible Data Visualization by Luc Guillemot & Tania Boa,https://www.meetup.com/datavis-zurich/events/261482996/,30.0,27,1565103600000,26392203.0,Interactive Things,Brauerstrasse 37,Zürich,47.377846,8.526744,ch,31838175,datavis-zurich
81,261803938,111 UI/UX-Workhacks für Entwickler,https://www.meetup.com/Digital-Pioneers-Bern/events/261803938/,,6,1565190000000,26057596.0,Impact Hub Bern,Spitalgasse 28,Bern,46.948322,7.442253,ch,31051094,Digital-Pioneers-Bern
82,262254047,Meetup August - State management with @ng-state/store,https://www.meetup.com/Angular-Basel/events/262254047/,20.0,6,1565194500000,25878883.0,Your Sidekicks AG,Steinentorstrasse 19,Basel,47.551537,7.589378,ch,20441554,Angular-Basel
83,259591897,React Zurich August Meetup,https://www.meetup.com/Zurich-ReactJS-Meetup/events/259591897/,50.0,35,1565197200000,25703551.0,Pause im Foifi,Förrlibuckstrasse 70,Zürich,47.391964,8.513931,ch,18405138,Zurich-ReactJS-Meetup
84,262966498,Dive#3 - Start over!,https://www.meetup.com/IcebergDiving/events/262966498/,12.0,3,1565197200000,,,,,,,,31062239,IcebergDiving
85,262122329,WebDev Meetup Chur,https://www.meetup.com/WebDev-Chur/events/262122329/,16.0,3,1565280000000,25769971.0,Miux AG,Kirchgasse 4,Chur,46.847965,9.532596,ch,27837817,WebDev-Chur
86,kckcwqyzlblb,GDG & WTM Stammtisch,https://www.meetup.com/GDG-Zurich/events/262222532/,15.0,3,1565283600000,764547.0,Nachtflug,Stüssihofstatt 4,Zürich,47.372641,8.543427,ch,11090922,GDG-Zurich
87,qphmmqyzlblb,Interface-Based Games - Gamespace Meetup!,https://www.meetup.com/Game-Developers-Zurich/events/262945504/,,5,1565283600000,24319729.0,Liip Arena,Limmatstrasse 183,Zürich,47.386196,8.529275,ch,7229552,Game-Developers-Zurich
88,sffhtqyzlbqb,BernR Meetup: ggplot and dplyr,https://www.meetup.com/Bern-R/events/261997432/,,7,1565627400000,25011558.0,Impact Hub Bern,Spitalgasse 28,Bern,46.948257,7.442258,ch,30484518,Bern-R
89,262574709,8th Ansible Meetup,https://www.meetup.com/Ansible-Zurich/events/262574709/,,30,1565708400000,26286193.0,Liip AG,Limmatstrasse 183,Zürich,47.386143,8.529222,ch,19010618,Ansible-Zurich
90,262847180,Developers vs. Designers: Solving Problems with a Design System,https://www.meetup.com/SeeIT-IT-Meetup-in-Konstanz-Kreuzlingen/events/262847180/,,8,1565712000000,24584835.0,Wasserturm Stromeyersdorf - 6. OG,"Turmstraße 30, 78467 Konstanz, ",Konstanz,47.670734,9.155232,de,19917892,SeeIT-IT-Meetup-in-Konstanz-Kreuzlingen
91,cpzqxmyzlbrb,Hackergarten - Bern,https://www.meetup.com/Hackergarten-Bern/events/261799042/,20.0,3,1565712000000,24311287.0,SBB,Haslerstrasse 30,Bern,46.945324,7.430003,ch,18983021,Hackergarten-Bern
92,jsbqdryzlbrb,Monthly Bitcoin Meetup,https://www.meetup.com/bitcoin-bern/events/262962651/,,5,1565715600000,26022027.0,Effinger - Kaffeebar & Coworking Space,Effingerstrasse 10,Bern,46.945972,7.435812,ch,32267369,bitcoin-bern
93,lwrxnqyzlbrb,Monthly Bitcoin Meetup,https://www.meetup.com/Blockchain-Bern/events/262606246/,,9,1565715600000,25326690.0,Effinger - Kaffeebar & Coworking Space,Effingerstrasse 10,Bern,46.946041,7.435821,ch,24745519,Blockchain-Bern
94,262877838,DI Sommerfest,https://www.meetup.com/Digitale-Initiativen/events/262877838/,,12,1565800200000,26496416.0,Die Gelbe Fabrik - coworking,Widagasse 11,Dornbirn,47.41788,9.746881,at,21781853,Digitale-Initiativen
95,bxdvrqyzlbsb,Python Meetup,https://www.meetup.com/Python-User-Group-Freiburg/events/262260027/,25.0,5,1565802000000,,,,,,,,9582982,Python-User-Group-Freiburg
96,jqfsxqyzlbtb,Neos CMS - Monthly regulars' table in Zurich,https://www.meetup.com/Neos-CMS-and-Flow-Framework-Meetup-Swiss/events/261616913/,20.0,4,1565884800000,26371555.0,webexcess GmbH Webagentur & Web-Entwicklung Zürich,Reinhardstrasse 19,Zürich,47.36315,8.551798,ch,20044220,Neos-CMS-and-Flow-Framework-Meetup-Swiss
97,262423005,AI Afterwork: Chatbot-Special with Sophie Hundertmark,https://www.meetup.com/AI-Saint-Gallen/events/262423005/,50.0,11,1565884800000,26396322.0,Startfeld,Lerchenfeldstrasse 3,St. Gallen,47.412224,9.340956,ch,31502232,AI-Saint-Gallen
98,259387148,Swiss Perl Workshop 2019,https://www.meetup.com/Swiss-Perl-Community-Meetup/events/259387148/,,9,1565938800000,26212747.0,Olten,,Olten,47.3497,7.911281,ch,14243062,Swiss-Perl-Community-Meetup
99,cdkrzqyzlbvb,ECSC2019 Team Training,https://www.meetup.com/Cybersecurity-Liechtenstein/events/261592426/,,3,1565974800000,25664537.0,Universität Liechtenstein,Fabrikweg,Vaduz,47.149555,9.517039,li,21252257,Cybersecurity-Liechtenstein
100,258073541,August Meetup for the Azure Pro Workgroup,https://www.meetup.com/Azure-Professional-Workgroup/events/258073541/,,9,1566230400000,24888118.0,Digicomp Academy AG,Limmatstrasse 50,Zürich,47.38191,8.5357,ch,29454575,Azure-Professional-Workgroup
101,262446909,Service & Experience Design,https://www.meetup.com/Pantalks-tech-non-tech-talks-Panter-AG-Zurich/events/262446909/,,27,1566318600000,26056921.0,Impact Hub Zürich - Colab,Sihlquai 131,Zürich,47.384686,8.533229,ch,6569732,Pantalks-tech-non-tech-talks-Panter-AG-Zurich
102,259968214,Liberating Structures Bern Meetup - 2019/4,https://www.meetup.com/Liberating-Structures-User-Group-Schweiz/events/259968214/,24.0,16,1566320400000,26108584.0,Bern,,Bern,46.947975,7.447447,ch,24329787,Liberating-Structures-User-Group-Schweiz
103,259623474,(Vorläufig) Künstliche Intelligenz in Plattformen,https://www.meetup.com/Mobilitats-Meetup/events/259623474/,50.0,15,1566477900000,,,,,,,,27603198,Mobilitats-Meetup
104,262803192,Experts Live Café 4/2019: Infrastructure as Code,https://www.meetup.com/MicrosoftITProSchweiz/events/262803192/,,20,1566482400000,26130182.0,Welle7,Schanzenstrasse 5,Bern,46.94806,7.436912,ch,19725330,MicrosoftITProSchweiz
105,258073827,October Azure and AI Basel User Group Meeting,https://www.meetup.com/Azure-Basel-User-Group/events/258073827/,,7,1566489600000,26079954.0,Digicomp Academy AG,Küchengasse 9,Basel,47.548546,7.589302,ch,25953388,Azure-Basel-User-Group
106,262136631,Power BI Meetup - VR Integration mit der Microsoft Hololens,https://www.meetup.com/PBIUGSTU/events/262136631/,,13,1566491400000,26442446.0,STAR COOPERATION Böblingen,Otto-Lilienthal-Straße 5,Böblingen,48.685627,8.992013,de,29464985,PBIUGSTU
107,261543657,Conférence sur la sécurité,https://www.meetup.com/WordPress-Neuchatel/events/261543657/,50.0,3,1566493200000,26335409.0,"Coworking Neuchâtel : Bureaux, Salle de réunion, Domiciliation, Events, Réseau d'entrepreneurs",Place Numa-Droz 2,Neuchâtel,46.99089,6.932078,ch,31664334,WordPress-Neuchatel
108,261608814,CMCE 1908,https://www.meetup.com/CMCE-Configuration-Manager-Community-Event/events/261608814/,1.0,1,1566540000000,26093847.0,Digicomp Academy AG,Limmatstrasse 50,Zürich,47.382008,8.535454,ch,19730494,CMCE-Configuration-Manager-Community-Event
109,258728061,The Second Play14 Basel. Play! Learn! Have fun!,https://www.meetup.com/Basel-Games-Meetup/events/258728061/,,6,1566576000000,24525627.0,launchlabs,"Dornacherstrasse 192, 4053 Basel",Basel,47.54172,7.593238,ch,27620448,Basel-Games-Meetup
110,262581621,Machine-Learning-Artificial-Intelligence Meetup Bern August 2019,https://www.meetup.com/Machine-Learning-Artificial-Intelligence-Meetup-Bern/events/262581621/,50.0,28,1566835200000,25829646.0,Zühlke Bern,Bogenschützenstrasse 9A,Bern,46.948105,7.438068,ch,28201473,Machine-Learning-Artificial-Intelligence-Meetup-Bern
111,261656335,Meetup #4: Voice Control in Products & Services,https://www.meetup.com/Zurich-Voice-Meetup/events/261656335/,100.0,17,1566837000000,26021872.0,Zürich,,Zürich,47.37689,8.541694,ch,30538328,Zurich-Voice-Meetup
112,262668192,Save the Date: Agile Breakfast August,https://www.meetup.com/Agile-Breakfast-St-Gallen/events/262668192/,,6,1566886500000,26210566.0,FHS Sankt Gallen,Rosenbergstrasse 59,St. Gallen,47.42293,9.367488,ch,31273308,Agile-Breakfast-St-Gallen
113,260088648,Introduction to Deep Learning,https://www.meetup.com/AI-for-Intelligent-Cloud-Zurich/events/260088648/,,57,1566921600000,26093847.0,Digicomp Academy AG,Limmatstrasse 50,Zürich,47.382008,8.535454,ch,30507802,AI-for-Intelligent-Cloud-Zurich
114,260440930,Skalierte Agilität Teil 2 - Praxisbesuch bei der SBB,https://www.meetup.com/agile-and-beyond/events/260440930/,,25,1566972000000,26303676.0,Bern Train Station,,Bern,46.948566,7.436619,ch,25516239,agile-and-beyond
115,262702763,2. CRS / ModSecurity Meetup Bern,https://www.meetup.com/CRS-ModSecurity-Meetup-Bern/events/262702763/,,9,1567004400000,26074840.0,Puzzle ITC GmbH,Belpstrasse 37,Bern,46.94343,7.432773,ch,32090963,CRS-ModSecurity-Meetup-Bern
116,258556306,SharePoint & Office 365 Community Meetup 3/2019,https://www.meetup.com/SharePointCommunitySchweiz/events/258556306/,,5,1567090800000,,,,,,,,19797861,SharePointCommunitySchweiz
117,261318724,How start-cons uses Salesforce (for Sales),https://www.meetup.com/Salesforce-User/events/261318724/,,6,1567094400000,,,,,,,,28667740,Salesforce-User
118,258755139,Lean Change Management Meetup,https://www.meetup.com/Zurich-Lean-Change-Management-Meetup/events/258755139/,25.0,5,1567094400000,,,,,,,,22191076,Zurich-Lean-Change-Management-Meetup
119,261286923,Cloud Native Computing Meetup | August 2019,https://www.meetup.com/Cloud-Native-Computing-Switzerland/events/261286923/,100.0,36,1567094400000,,,,,,,,23123972,Cloud-Native-Computing-Switzerland
120,gcdnlqyzlbmc,Blockchain meetup,https://www.meetup.com/Azure-Blockchain-Zurich/events/256172659/,80.0,12,1567096200000,24888118.0,Digicomp Academy AG,Limmatstrasse 50,Zürich,47.38191,8.5357,ch,26357880,Azure-Blockchain-Zurich
121,262947731,Last Thursday Talk August,https://www.meetup.com/UX-Schweiz-LAST-THURSDAY-TALKS/events/262947731/,45.0,3,1567096200000,26500646.0,"Freiraum - Für Kreativität, Co-Kreation und Innovation Zürcher Kantonalbank",Bahnhofstrasse 9,Zürich,47.367893,8.539449,ch,21891772,UX-Schweiz-LAST-THURSDAY-TALKS
122,262120650,[30-31.08+01.09.19] NUMERIK GAMES FESTIVAL (4th ed),https://www.meetup.com/Game-Developers-Suisse-Romande/events/262120650/,,5,1567177200000,25229306.0,Y-PARC : Swiss Technopole,Rue Galilée 4,Yverdon-Les-Bains,46.765484,6.64497,ch,11103682,Game-Developers-Suisse-Romande
123,258199580,Sicher in den August - Monatliches Meetup August,https://www.meetup.com/Cybersecurity-Liechtenstein/events/258199580/,,3,1567184400000,25664537.0,Universität Liechtenstein,Fabrikweg,Vaduz,47.149555,9.517039,li,21252257,Cybersecurity-Liechtenstein
124,swjrzqyzlbpc,ECSC2019 Team Training,https://www.meetup.com/Cybersecurity-Liechtenstein/events/261787782/,,3,1567238400000,25664537.0,Universität Liechtenstein,Fabrikweg,Vaduz,47.149555,9.517039,li,21252257,Cybersecurity-Liechtenstein
125,261996839,WWD Meetup September - Usability Testing & UI Design Workflow,https://www.meetup.com/WintiWebDev-Talks/events/261996839/,,6,1567441800000,,,,,,,,18532052,WintiWebDev-Talks
126,262676077,Crazy Busy PD: Stress Management in Product Development,https://www.meetup.com/PoDojo-Studio-Zurich/events/262676077/,60.0,16,1567612800000,26396759.0,Crowdhouse,Lerchenstrasse 24,Zürich,47.358932,8.521578,ch,18453167,PoDojo-Studio-Zurich
127,262420014,FIBREE Meet-Up in September 2019 (4. Sept. 2019),https://www.meetup.com/FIBREE-Swiss-Chapter/events/262420014/,,7,1567612800000,25716319.0,Crypto Valley Labs,Dammstrasse ,Zug,47.175476,8.514501,ch,21769334,FIBREE-Swiss-Chapter
128,262091079,Facilitation - Vertrauen in sicheren Räumen,https://www.meetup.com/New-Ways-Of-Working/events/262091079/,,8,1567614600000,26423950.0,L200,Langstrasse 200,Zürich,47.38239,8.529855,ch,29585304,New-Ways-Of-Working
129,262027939,Cloud Native,https://www.meetup.com/Microservices-Zurich/events/262027939/,50.0,31,1567614600000,26431375.0,Cisco Systems (Switzerland) GmbH,Richtistrasse 7,Wallisellen / Zürich,47.409595,8.590199,ch,19464889,Microservices-Zurich
130,261475944,UX Meetup September - Augmented Reality from a UX perspective,https://www.meetup.com/UX-Basel-Meetups/events/261475944/,75.0,54,1567614600000,26093335.0,Adobe Research Schweiz AG,Barfüsserpl. 6,Basel,47.554996,7.589997,ch,30666972,UX-Basel-Meetups
131,258785776,«Digitalisierung erleben» zum Thema Internet of Things,https://www.meetup.com/isolutions-AG/events/258785776/,,10,1567689300000,26156117.0,isolutions AG,Schanzenstrasse 4c,Bern,46.948837,7.437354,ch,31101893,isolutions-AG
132,262938295,Was ist in deinem Bereich die grösste Herausforderung und wie gehst du damit um?,https://www.meetup.com/PO-Meetup-Bern/events/262938295/,35.0,7,1567699200000,26500062.0,Espace Post,Wankdorfallee 4,Bern,46.96745,7.461783,ch,31792485,PO-Meetup-Bern
133,259524303,Kotlin 💚 Android,https://www.meetup.com/Mobile-User-Group-Zentralschweiz/events/259524303/,20.0,3,1567699200000,24113639.0,bbv Software Services AG,Blumenrain 10,Luzern,47.063744,8.31126,ch,21129934,Mobile-User-Group-Zentralschweiz
134,262665523,Chatbot Meetup #6 - Case Studies & Networking,https://www.meetup.com/Chatbot-Meetup-Switzerland/events/262665523/,70.0,7,1567702800000,26057737.0,Westhive Coworking,Hardturmstrasse 161,Zürich,47.39333,8.511878,ch,20543187,Chatbot-Meetup-Switzerland
135,xdzhgqyzmbhb,Coders Monthly,https://www.meetup.com/coders-only-zurich/events/262222550/,,3,1567702800000,11817652.0,Cafe Bar Pluesch,Aemtlerstr. 16,Zürich,47.371265,8.516357,ch,7251112,coders-only-zurich
136,262810180,Summer Games 2019,https://www.meetup.com/Toolbox-Bodensee/events/262810180/,,3,1567843200000,25225507.0,Toolbox Bodensee e.V. - Vereinsheim,Bergheimer Str. 6-12,Markdorf,47.71227,9.39911,de,23651893,Toolbox-Bodensee
137,255052397,Agile Games,https://www.meetup.com/agile-and-beyond/events/255052397/,,5,1568115900000,25433971.0,Postfinance,Mingerstrasse 20,Bern,46.957016,7.467946,ch,25516239,agile-and-beyond
138,259700952,Trust Square Lecture Series - Economics of Decentralized Virtual Properties,https://www.meetup.com/Trust-Square-Blockchain-Swiss-Made/events/259700952/,,16,1568131200000,26130784.0,TRUST SQUARE,Bahnhofstrasse 3,Zürich,47.367466,8.539913,ch,28411105,Trust-Square-Blockchain-Swiss-Made
139,jsbqdryzmbnb,Monthly Bitcoin Meetup Special,https://www.meetup.com/bitcoin-bern/events/262962669/,,6,1568134800000,26074840.0,Puzzle ITC GmbH,Belpstrasse 37,Bern,46.94343,7.432773,ch,32267369,bitcoin-bern
140,lwrxnqyzmbnb,Monthly Bitcoin Meetup Special,https://www.meetup.com/Blockchain-Bern/events/262589865/,,23,1568134800000,25056932.0,Puzzle ITC,"Belpstrasse 37 , 3007 Bern",Bern,46.943428,7.432801,ch,24745519,Blockchain-Bern
141,262574618,"Initial Coffee Offering — Décentralisation des services, quelles adaptations ?",https://www.meetup.com/Meetup-Sports-Neuchatel/events/262574618/,,3,1568179800000,26376645.0,Microcity SA,Rue de la Pierre-à-Mazel 39,Neuchâtel,46.99625,6.944597,ch,31770536,Meetup-Sports-Neuchatel
142,261324909,Save The Date,https://www.meetup.com/Azure-Meetup-Bodensee/events/261324909/,50.0,3,1568219400000,26178607.0,Otto-Lilienthal-Straße 6,Otto-Lilienthal-Straße 6,Friedrichshafen,47.6628,9.499167,de,30729924,Azure-Meetup-Bodensee
143,258261977,Autumn TypeScript Meetup,https://www.meetup.com/TypeScript-Switzerland/events/258261977/,20.0,9,1568219400000,,,,,,,,20057281,TypeScript-Switzerland
144,262813160,8. DevOps Meetup Bern: Observability / DevOps Value Stream Mapping,https://www.meetup.com/DevOps-Bern/events/262813160/,75.0,35,1568304900000,26491861.0,vatter Business Center,Bärenpl. 2,Bern,46.94803,7.443389,ch,23466706,DevOps-Bern
145,kckcwqyzmbqb,GDG & WTM Stammtisch,https://www.meetup.com/GDG-Zurich/events/262222568/,15.0,4,1568307600000,764547.0,Nachtflug,Stüssihofstatt 4,Zürich,47.372641,8.543427,ch,11090922,GDG-Zurich
146,262269257,Rencontre informelle,https://www.meetup.com/WordPress-Neuchatel/events/262269257/,50.0,4,1568307600000,26335409.0,"Coworking Neuchâtel : Bureaux, Salle de réunion, Domiciliation, Events, Réseau d'entrepreneurs",Place Numa-Droz 2,Neuchâtel,46.99089,6.932078,ch,31664334,WordPress-Neuchatel
147,swjrzqyzmbsb,ECSC2019 Team Training,https://www.meetup.com/Cybersecurity-Liechtenstein/events/261787795/,,3,1568448000000,25664537.0,Universität Liechtenstein,Fabrikweg,Vaduz,47.149555,9.517039,li,21252257,Cybersecurity-Liechtenstein
148,262361993,#8.9 Quarterly Hack: DIYrobocars Build & Race (save the date),https://www.meetup.com/Connected-Autonomous-Driving/events/262361993/,,18,1568462400000,26411412.0,Heßbrühlstraße 21,Heßbrühlstraße 21,Stuttgart,48.724075,9.113956,de,26195493,Connected-Autonomous-Driving
